week_start_date,week_end_date,review_id,title,text,date,program_tag
2025-10-20,2025-10-26,098da51f-9d5b-4046-b54f-1a7d631ebd85,,"When you look at your portfolio, it doesn't show percentages by sector. It also doesn't show how much you have invested in which sector. When I connected my portfolio in the Tikkar Tape app, it was showing it by sector.",2025-10-26 21:30:02,com.nextbillion.groww
2025-10-20,2025-10-26,0e8fbbe8-729c-428c-8e4a-8c98b7f92ac0,,"You are very useless, whatever you buy in Nav, you do not get it, due to this I suffered a loss of Rs 2000.",2025-10-26 21:02:01,com.nextbillion.groww
2025-10-20,2025-10-26,6e5e934f-e545-4bec-91a7-9c4d5a6ce813,,can you pls collaborate with trading view to give groww account option just like dhan .with dhan we can trade directly in trading view to place order in groww,2025-10-26 20:52:02,com.nextbillion.groww
2025-10-20,2025-10-26,a7718fb4-fe3a-477e-ba3f-af75af37c44b,,"Forces you to activate F&O by fraudulent tricks in app design. F&O gets activated by accidentally clicking a link, but you cannot deactivate yourself. You need to call wright to customer care to deactivate, which takes 2-4 weeks. There should be an option to rearrange or hide tabs in the app as per personal needs.",2025-10-26 18:00:58,com.nextbillion.groww
2025-10-20,2025-10-26,8d9ef660-177a-4741-a688-c3d1509f24b8,,GROWN STOCKS ALL MY BANKS SBI RBI BANK AXIS BANK UNION BANK THALUPULA ONLINE BANK ACCOUNTS HDFC bANK Accounts AND oTHER 37 bank Accounts Removing wI-fI Net works BY HAKERS ELON MUSK AND Y ytl ybl BANKS HAKERS AND REALME GEMNI MEET MINT AND GOOGLE ALL IN ONE HAKERS IN THE WORLD BUG REPORT SUBMITED TO FAQ AND SUPREMME COURT CHIEF JUSTICE SIR TAKE ACTION ON THIS FROUDSTERS IMMEDIATELY SIR,2025-10-26 16:59:32,com.nextbillion.groww
2025-10-20,2025-10-26,50e55302-aca3-4aa6-97aa-bc0b2d6d772a,,"In the critical time of stock market it doesn't work,their finance partner get some glitch and due to that their customers have to bear the los",2025-10-26 11:29:05,com.nextbillion.groww
2025-10-20,2025-10-26,41608fbf-3ba3-438f-b254-325a2c2a7c87,,I like groww to investing but one problem i have the f and o is not active I fell all information correct but also plz slove.Invest in groww for best future.,2025-10-26 08:12:33,com.nextbillion.groww
2025-10-20,2025-10-26,4631707f-c305-4bf7-81d9-aba23ed14332,,"As someone new to investing, Groww has been a game changer. The stock market insights and mutual fund options are extensive, and the SIP feature has been a great way for me to build wealth steadily. The app's real-time updates and low transaction fees are very impressive. Plus, the investment tracking tools keep me informed about my portfolios performance. If you're looking for a beginner-friendly platform, this is it!",2025-10-25 19:02:39,com.nextbillion.groww
2025-10-20,2025-10-26,71e45c84-f0b5-4b93-a09b-3f88a9ee5b26,,"worst app and worst customer service. I have tried to activate the groww demat account since October 10 and all the necessary documents submitted until now it's yet to activated. I contacted them support, they told it will be resolved in 48 hrs and it's 5 th day no resolution. please avoid this app as the customer service is poor",2025-10-25 18:20:41,com.nextbillion.groww
2025-10-20,2025-10-26,af077516-b83d-444f-9abc-75376d603324,,"Ive been using Groww for my mutual fund investments, and Im impressed by how easy it is to navigate. The real-time market data and stocks performance insights help me make better investment decisions. The app also offers SIP plans, making it easy to invest without having to time the market. I can track my portfolio's growth and get detailed reports, which helps me stay informed about my financial goals.",2025-10-25 17:51:28,com.nextbillion.groww
2025-10-20,2025-10-26,94645ded-0361-4dbd-92b4-aa990fb20011,,worst app i invested 3 years back in quant ELLS tax saver fund it has 3 years lockin period now it's completed I m trying to withdraw my money but it's rejected some times they remove my investment in their dashboard and again it shows I m trying to withdraw my money but again and again it's rejeted,2025-10-24 22:48:14,com.nextbillion.groww
2025-10-20,2025-10-26,7432677d-5fe6-4aa2-a381-4d0be6632612,,very bad app i think there is a high Brokerage charge if it show profit on your portfolio you still be in loss because of brokerage. if you are in loss your brokerage is still much higher than your total amount of loss.,2025-10-24 20:50:50,com.nextbillion.groww
2025-10-20,2025-10-26,13be9ab1-7ea3-4402-820d-43800d3c0618,,I've never come across an investment application as impressive as this one. I'm excited to utilise it exclusively for all my investment needs moving forward.,2025-10-24 20:41:59,com.nextbillion.groww
2025-10-20,2025-10-26,7ea72476-2afb-4e21-8308-b995aff7754a,,"Not user-friendly customer service. There are always delays in payment settlements, and customer service seems careless and helpless. Many times, when you need speedy payment credit or debit, your money will be stuck, and, most importantly, it always shows incorrect data.",2025-10-24 19:54:27,com.nextbillion.groww
2025-10-20,2025-10-26,896dbe28-7daf-4227-b35c-406a02907f3a,,worst application ...it's a bloody scam going on in this app they don't excute any order in given amount and then they charge huge brokerage charges,2025-10-24 14:56:05,com.nextbillion.groww
2025-10-20,2025-10-26,06b84fc4-4673-488d-9f32-4784f5d3c5c1,,"never invest through Groww. I invested in groww ETF, they charged me 2% extra from market rate and then selling stocks after few months they charged me 30 % extra that includes GST brokerage and other charges. guys via groww app you can't earn 30% in a year but when selling there is surety of 30% Loss or more.",2025-10-24 13:51:42,com.nextbillion.groww
2025-10-20,2025-10-26,aa07a21e-20aa-4395-b37b-c2df3b6a9a7a,,"Use this App if you are retired or unemployed bcoz if there is any query or problem it's impossible to contact them. May be chat or mobile call in the name of ""Help"" you have to wait and waste hours without any response. During chat they will show 4 to 10 min. waiting time but after 15 min. to 30 min. someone from their call centre will express sorry and again disappear for further 15 to 30 min. Atlast you will never get answered. They are so poor to have more staff to attend customers. Shame.",2025-10-24 12:14:28,com.nextbillion.groww
