week_start_date,week_end_date,review_id,title,text,date,program_tag
2025-11-03,2025-11-09,f416a63b-653e-48d5-b1b9-93ad5541b57e,,"My experience was good in it but I think brokerage charge is expensive than other broker like Zerodha , Angel one .",2025-11-09 22:14:42,com.nextbillion.groww
2025-11-03,2025-11-09,cf48252a-9ef7-401a-899a-63144d5f9534,,"Couple of issues that can be addressed. Many brokers allow the details of the trades along with the charges to be downloaded in the Excel format for uploading the data to another Excel sheet maintained by them. Groww needs to work on this aspect. 2. when I transact, the rate given on the screen is seemed to be higher than prevailing rate if a buy is being placed and similar for a sell transaction. I would like a situation where the rate on the screen is blank and filled by the trader.",2025-11-09 19:36:29,com.nextbillion.groww
2025-11-03,2025-11-09,4c27b521-13dc-43b9-a789-fd9fd61efae8,,"I opened Demat account in Groww on 02 Nov 2025. Despite having a good net worth and experience, their technical teamsystem is unable to activate the F&O segment since last 7 days.",2025-11-09 19:35:36,com.nextbillion.groww
2025-11-03,2025-11-09,db7874b3-4365-4c2e-b1a6-4e22aafa42af,,"Giving me unnecessory pop up massage for enabling F&O which i cliked accidently and it got enabled in no second, which I did't want, and when I am trying to disable it it is telling me to reach out by some mail. disabling should be as seamless as enabling.",2025-11-09 16:26:45,com.nextbillion.groww
2025-11-03,2025-11-09,4b2a98ba-4e3c-4e78-a40b-c6b7b8e3f138,,very easy to use and really far more better than any other broking app the interface is so easy to use and client friendly really enjoying using groww app and waiting for more interesting updates for the app.. :),2025-11-09 14:31:32,com.nextbillion.groww
2025-11-03,2025-11-09,95d3da96-6057-49ea-ae26-bd5cdc017763,,"Ive been using Groww for a few months now, and honestly it made investing feel so easy. At first I was nervous about stocks and mutual funds, but the apps clean design and simple steps helped me understand everything. I love how smooth the transactions are and how I can track my money in one place. Its perfect for beginners like me who want to grow slowly but smartly",2025-11-09 12:08:57,com.nextbillion.groww
2025-11-03,2025-11-09,8f7f1e0e-9ab4-493b-8121-0d556f19f61f,,"Everything is so so good about your app except one thing- it's speed is slow and sometimes it gets hanged, or the prices are not getting refreshed...This problem is persistent since the last 2-3 weeks...Or else full marks on everything else- it's super user- friendly, easy to use and trade!!",2025-11-09 10:07:27,com.nextbillion.groww
2025-11-03,2025-11-09,3e7c6896-74cf-4d17-b9da-0d14cb039620,,Totally bad . After use of more than one year .... Refund issue long than one month and auto deduction of SIP. All are creating problems,2025-11-09 06:43:47,com.nextbillion.groww
2025-11-03,2025-11-09,3d82f3a8-e9cb-46dd-9fbd-d39e7ba6b9ac,,"Fruad company.. my switch order from 1 MF to other rejected, but first MF units now zero, and second MF units showing falsly extra, but MF central dont show unit under any MF. So where is money? Customer care is pathetic. Only option to file complaint to SEBI.",2025-11-09 00:04:59,com.nextbillion.groww
2025-11-03,2025-11-09,89b96272-742a-4a8d-b479-54626f485f12,,please don't download this app jise share market ke bare nahi pata... this app holds your money... and fake app please request you don't download this app... govt.. support this app but this is a fake app!!!!!,2025-11-08 23:17:23,com.nextbillion.groww
2025-11-03,2025-11-09,2e093d26-f95b-4dee-a9ef-459a6fc6a9a2,,groww has been my first choice for investments but what kind of corporate thievery is begging money to change mobile number or email ??,2025-11-08 20:50:06,com.nextbillion.groww
2025-11-03,2025-11-09,3349ce07-40e9-4cef-8ce6-4c734d3d4916,,"Delivery Free kijiye Groww BEST ह,बहद ईमनदर एपलकशन ह (internal,words )बड कजएबहत ह सरल ह,,और कभ खलन म दककत नह करत,बहत आसन ह 10 star app,,,नए लग क जरर इस use करन चहए,इसक सरलत और सहजत ह इसक तकत ह,,,,बहत ह सदर एपलकशन, ,बहद ह खबसरत और गरहक मददगर,,तरत सनवई करत ह,,,और वरकग टइम क बद भ समसय क समधन तरत करत ह,,चट क सवध इसक सबस बहतरन बन दत ह,,",2025-11-08 20:41:40,com.nextbillion.groww
2025-11-03,2025-11-09,f0476397-b406-418e-9d70-ba0f335c29fa,,some times its worst apps last 3 trading sessions am not selling my equity and also talking to.mrs sikha but no one give solution in future consider other option,2025-11-08 18:27:43,com.nextbillion.groww
2025-11-03,2025-11-09,7f341376-b77d-4a69-95c4-122074086c41,,"In Groww app specifically in commodity market's position bid for target can be set 1 point above or below w.r.t.CMP or you can exit at market price. It is very problematic in case of NG even points in decimal matter so please set this so that we can set bid price even in next decimal point. eg. if NG bought at 385 reaches 386.4 and I set bid at this CMP ,it accepts only at or above 387.4 only and price fall again from 386.6 ,so please fix it so bid can be set at desired next decimal pointsThanks",2025-11-08 18:14:26,com.nextbillion.groww
2025-11-03,2025-11-09,3ebef9c9-93b9-452c-9c90-6d7e2ed0bda7,,"Dear friends, Because of this app, I have suffered a loss of 25,000. Please do not use it. When theres a technical issue in this app and users face losses, the Groww team simply says its the fault of the Aero Exchange and that they cant do anything about it. Are we using the exchanges app, or are we trading through Groww? Please avoid using this app to prevent similar losses.",2025-11-08 17:40:09,com.nextbillion.groww
2025-11-03,2025-11-09,a561e04a-5877-4e31-91c0-3775b2c5713f,,Chart settings become worse. earlier it was user friendly and now it is very complicated and I don't see proper options to explore,2025-11-08 16:55:04,com.nextbillion.groww
2025-11-03,2025-11-09,1390550e-9e37-458c-8930-856a991aac0c,,"This app Is very Good but request groww Team please ad This Feature SL Limit order ,Limit Order For Buying And Pre Feel Target Or Stoploss With Trailing Stop loss option In 1 Tap Scalping Feature. Many Time Retail Traders Booked Loss With Market Trapped Price Without This Features.",2025-11-08 14:54:31,com.nextbillion.groww
2025-11-03,2025-11-09,9bc02f95-0490-41e6-a785-905b00a1dc2b,,Supperb App and easy for trading lekin aap sabse hath jod ke vinti hai ki Groww credit se kabhi loan against mutual fund mat lena.. inka hidden charges hai Aur repayment me bhi beimani kar rahe hai,2025-11-08 12:51:39,com.nextbillion.groww
2025-11-03,2025-11-09,d377d39c-4ee0-4f69-aa75-0a4823edd700,,The customer service team is doing excellent work... prompt response towards my query.. app is also easy to use... user friendly,2025-11-08 12:33:50,com.nextbillion.groww
2025-11-03,2025-11-09,6262bf4a-9332-469a-86de-f704b3a02ae0,,"In your application, when we add indicators or drawings to charts, they get saved initially. However, when the app is reinstalledeither on the same phone or on a different devicethe previously saved indicators and drawings disappear. I sincerely request you to introduce an update that ensures all chart indicators and drawings remain saved and synced, even after reinstalling the app or switching devices.",2025-11-08 09:42:02,com.nextbillion.groww
2025-11-03,2025-11-09,bb40429e-660c-429f-87ea-e93b9150e5db,,This is the best app for Investment because First of all it's free and secondly it has a very user friendly interface in the app.,2025-11-07 19:36:49,com.nextbillion.groww
2025-11-03,2025-11-09,581cdbb7-68c9-422c-af1d-3f76b47847ec,,Works well so far but improvement is required. We need new widgets that allow us to track options from all markets.,2025-11-07 17:04:54,com.nextbillion.groww
2025-11-03,2025-11-09,eba6f530-e090-4115-8a89-365998871fb1,,"Me & my wife and I have equity charges, but the ads are completely free showing...if charges are taking at least give futures like zerodha extension trading, buying global stocks....but it's an empty shell application no use,now again zerodha application opening demat account.",2025-11-07 16:35:58,com.nextbillion.groww
2025-11-03,2025-11-09,60a106b7-f0af-433f-a618-ed11b178a71c,,It's good for investment but needs some better offers like extra credits for customers with timed investment ....,2025-11-07 16:22:53,com.nextbillion.groww
2025-11-03,2025-11-09,d7033180-1ce1-4909-bb73-ac720a86bd45,,"This app has completely changed how I consume media on my phone. The short, powerful dramas are simply superior to endless scrolling. I'm hooked on the mystery genre!",2025-11-07 14:09:37,com.nextbillion.groww
2025-11-03,2025-11-09,6bf87f92-c7b7-4977-aafd-c43d12e19b15,,I am changing my previous review from 4 star to 1 star anyone using f&o don't use groww. The platform doesn't take stop loss orders and even if it does it doesn't get properly squared off Ticket no 23462828,2025-11-07 13:50:48,com.nextbillion.groww
2025-11-03,2025-11-09,c027a8bf-e9ff-44b6-ae4b-b0311d673099,,very worst application please don't install if you cancel the sip they will process the sip and you need to bare a bounce charges also they will get some persentage amount from the bank. if you start a investment they will process with in 24 to 28hrs but if you cancel the investment it will take 7 to 10 days please don't install,2025-11-07 13:43:08,com.nextbillion.groww
2025-11-03,2025-11-09,a1e23e6b-6897-4239-9de6-dc9737190341,,"Ceeyen Real Estates leverages the Groww Stocks app to enhance our financial insights while we focus on strengthening our position as the best real estate agency in Chennai and the top real estate company in Chennai. Our expert real estate agents in Chennai and professional real estate agents in Chennai utilise this tool to make smart decisions, support buying property in Chennai, selling property in Chennai and commercial rentals in Chennai. A trusted and reliable real estate agency in Chennai",2025-11-07 13:25:14,com.nextbillion.groww
2025-11-03,2025-11-09,81d97fb9-7d6b-46be-b51c-91f10f962052,,Great app. can you add a separate tab for ETF investment like mutual funds. Right now its shown with stocks so hard to calculate both profit.,2025-11-07 13:20:06,com.nextbillion.groww
2025-11-03,2025-11-09,6868e369-dacb-40b2-b6c8-dd715be9d506,,please add a 2 hrs time frame in chart for chart analysis so that is may be easy give an update which have 2 hrs time frame,2025-11-07 13:05:09,com.nextbillion.groww
2025-11-03,2025-11-09,3a27f7e3-dea0-468d-b12f-f249c80adc09,,lot of bugs while trying to close the demat account. had to reach customer support for closing the account and yet I see some glitches after closing the account. update : it is resolved now.,2025-11-07 11:56:35,com.nextbillion.groww
