week_start_date,week_end_date,review_id,title,text,date,program_tag
2025-09-08,2025-09-14,75ae9694-c32e-485c-9245-2cc8dda264b2,,In older version few indicators which help to get the prediction of stock and help to find the trends are Important indicators are missing after updating the app. Very poor and bad experience after updating app,2025-09-14 20:19:01,com.nextbillion.groww
2025-09-08,2025-09-14,f9aaf829-f336-4faf-97e2-2b757a8f22db,,"म पछल कछ समय स Groww क इसतमल कर रह ह, और यह वकई सबस बहतरन टरडग पलटफरमस म स एक सबत हआ ह यह ऐप सभ सगमटस म, खसकर ऑपशन टरडग और सकलग क लए, बहतरन परदरशन करत ह",2025-09-14 18:29:54,com.nextbillion.groww
2025-09-08,2025-09-14,a2a8f76e-a0a3-4b40-a5b8-d9e2f4fcfc75,,thanks Groww Dubble chart ka jarurat he .Dubble chart rahe ga to best hei.sat me 2 chart dekhna to kiya kre,2025-09-14 17:23:55,com.nextbillion.groww
2025-09-08,2025-09-14,3063c3c6-bd3a-4275-874e-83cbb5eb5123,,i have been using the groww app for some time now but nowadays the only problem arises from the groww app is that DP are GIVEN on each trade as COMPARED TO other apps are giving only DP Charges per day trades means only once charged DP CHARGE PER DAY NOT PER TRADE Customers please pay attention to this extra charges from groww,2025-09-14 16:57:51,com.nextbillion.groww
2025-09-08,2025-09-14,01bd8437-0640-472c-98f0-621edab9e4ae,,actually this app made like trading is easy and it should be like this only i will give 5 star to this creators also.,2025-09-14 15:41:11,com.nextbillion.groww
2025-09-08,2025-09-14,c742cfd0-f636-4554-8333-be5914c7215e,,Most of the time payment is deducted but it is not reflected and IPO application gets hanged or incomplete.,2025-09-14 12:59:21,com.nextbillion.groww
2025-09-08,2025-09-14,2070f023-f4db-43b8-903d-9d9dc06f2d17,,What's up with the unnecessary updates? Every week. Don't you guys feel it's annoying? Changing places of buttons and everything. Or otherwise the app is fine.,2025-09-14 11:44:40,com.nextbillion.groww
2025-09-08,2025-09-14,82fface8-b0c9-4ee1-8cab-940d6fd5ef5c,,"Yesterday I opened account on grow app, as heard no charges on equity delivery but after opening account I came to know there is charges. After that tried to connect with customer care on [PHONE_REMOVED] to consult but till 10 minute waiting not connected to care executive. Very poor show on grow. I appeal to all don't go for grow, no support. Rubbish customer care.",2025-09-14 10:41:29,com.nextbillion.groww
2025-09-08,2025-09-14,7808f944-68ab-427c-8da4-a8245876baea,,Team please integrate US Stocks category in this app. It will help by having just one app for all your investments.,2025-09-14 10:28:59,com.nextbillion.groww
2025-09-08,2025-09-14,48526159-4234-4e39-b22e-1a8f1240e626,,This is a brilliant broker (aap) for investment and also for trading F&O . This platform percent trustable.,2025-09-14 10:11:24,com.nextbillion.groww
2025-09-08,2025-09-14,465b6830-ae12-4d0c-9d32-8f9214bd1fd6,,only broker and government getting profit cr profit and business.. investor are loosing .how many f&o trader and investor getting profit...so guys never promtoe such app...1 people getting benefitt I mean broker and 99 people loosing money all investors.. support a fair business guys...,2025-09-13 23:08:51,com.nextbillion.groww
2025-09-08,2025-09-14,55d12252-5624-4aad-a673-1edaa3ca90ac,,very good for mutual funds!!! i have started my investment journey from groww... will recommend every onee.....,2025-09-13 21:08:37,com.nextbillion.groww
