week_start_date,week_end_date,review_id,title,text,date,program_tag
2025-10-06,2025-10-12,f18349f1-15de-44c4-9cc6-bbf4ac16bd56,,"commission is way too much on intraday, rest all is okay but use it for show and trade on another application",2025-10-12 22:42:25,com.nextbillion.groww
2025-10-06,2025-10-12,7469757d-c04e-4614-abf7-7e4ed1bccac7,,"I was using other app for my mutual fund investment, I was not liking there user interface and support, recently I switch all my SIP in groww I am very happy the user interface and easy to use. but I realize that they are holding all mutual fund in demat format, which I don't like it but important part is I didn't see any visual option which tell me to select SOA or Demat. when opt out from demat format even after that next month SIP again goes to demat. support is also pathetic, groww",2025-10-12 19:15:15,com.nextbillion.groww
2025-10-06,2025-10-12,d41e4aa4-8a09-4b8b-acff-7d782fcd33ba,,"aaww22,aq2Z is, w Za,! s,,k 2a,q,, Oqw, AZ,tt, , , yw,f ,TX,,,f,,,a--a,@and zw,,,, ,t,5rr1,, ', ,2,5t,,%%,A, 6f,7,%5t ,s,y 6 ,t7(,,,, yf,-f,,",2025-10-12 17:44:59,com.nextbillion.groww
2025-10-06,2025-10-12,39778c35-db79-4e70-94a9-94b1b64cd547,,"IN SUM, WHILE DOING UNINSTALL & RE- INSTAL OF UR GROWW APP, MONTHLY CHART OPTION HAD DISAPPEARED AND VOLUME FIGURES ARE NOT TO BE SEEN AND ONLY VOLUME BARS DISAPPEARED IS IT POSSIBLE TO RETRIEVE MY OLD VERSION OF GROWW APP AS I AM TOTALLY IN DARK FOR REASONS STATED ABOVE UR CO OPERATION IS HIGHLY SOLICITED THANX & REGARDS SP..",2025-10-12 17:28:07,com.nextbillion.groww
2025-10-06,2025-10-12,85fd7ded-9e4b-4087-aa5e-4bbb0fdbde29,,unable to use app in home page nothing is clicking this is not phone touch issue it getting issue in app only,2025-10-12 14:39:29,com.nextbillion.groww
2025-10-06,2025-10-12,976e3037-5561-4def-bbb3-2043561ef15f,,"bad experience with huf account opening, sending multiple time sms to do procedure even after complications. no acknowledgement of recd application",2025-10-12 09:16:21,com.nextbillion.groww
2025-10-06,2025-10-12,072f4094-06f0-43f6-9975-45553298aad7,,worst app ever. Simple things like getting address changed is impossible on this app. plus their customer.support is always busy. seniors never call back. pathetic service never use this,2025-10-11 20:47:51,com.nextbillion.groww
2025-10-06,2025-10-12,76a28fcb-7622-47c5-a43b-6b48cbdd5f8e,,"The highest brokerage charges are on the Groww app. Thats why many Groww users are moving to Zerodha, as Zerodha has much lower charges.",2025-10-11 19:54:41,com.nextbillion.groww
2025-10-06,2025-10-12,1fdb9c98-1cf2-4ac6-bb5f-922b149ee47d,,Groww should start a common seprate finance news section too in this app in which user can find daily updates of stock market...currently we have to check updates inside every stock....,2025-10-11 18:49:28,com.nextbillion.groww
2025-10-06,2025-10-12,414893b3-f987-47a4-a508-2f27bad04db8,,there is no compromise as far as aap is concerned...it is not one of the best . it is the best app in performance....hare Krishna,2025-10-11 16:26:12,com.nextbillion.groww
2025-10-06,2025-10-12,5138d932-2e28-404e-91fc-bcad33223af4,,"loved the app , how fast it is and how handy it is. I have received T shirt from them also don't know why but it's better platform of many I have used like hdfc, axis, Zerodha, Khan, trade bulls, etc I have 28 MF listed here",2025-10-11 16:14:27,com.nextbillion.groww
2025-10-06,2025-10-12,1287fd23-b5dd-4d0d-9359-cf65491ad259,,UI is good and best for biginers and MF investers.Equity and others charges is higher than other discount brokers.,2025-10-11 14:35:14,com.nextbillion.groww
2025-10-06,2025-10-12,24377f79-2976-47cd-81a6-737e8321f240,,worst Castomar Support I have a problem with my bank account I want to change but I have a problem so I go to castomar support chat the give me a Support agent name Aesa she not give any reply first 15 munite then she says checkin my details after 5 min i received a massage from groww my problem has been solve . what the hell Even I call castomar care number but there no support agent for problem worst experience,2025-10-11 12:34:16,com.nextbillion.groww
2025-10-06,2025-10-12,4a2319c5-c02e-4fb0-9042-d75980b882a6,,"Groww is not overloaded with ads or confusing menusjust a smooth experience. The Best Trading App that makes it simple for me to track SIPs, add funds instantly, and redeem without stress. Good for Beginners and even regular investors.",2025-10-11 12:31:43,com.nextbillion.groww
2025-10-06,2025-10-12,c933a892-e47c-4385-b985-2753d43aae08,,"grow doesn't have an option to track multiple accounts, like adding family members, I hope soon they will implement this, I am using apps like Scripbox etc for multi accounts",2025-10-11 08:18:49,com.nextbillion.groww
2025-10-06,2025-10-12,ebfaab38-84d0-4faa-827a-e17d5a3744d7,,"using this app since 2021 as it had very less brokerage and no AMC fee. Now those days are over. Groww now has it's minimum brokerage hence it is impossible to have trial stocks now. Also, I'm thinking to switch as there are more attractive options available.",2025-10-11 01:47:57,com.nextbillion.groww
2025-10-06,2025-10-12,dc6a7254-03a1-428d-9fa9-a10fa3578401,,developers please add SL Aur Target Both option in GTT order Like dhan other apps have both option together while placing a order in. f&o please please add this feature as soon as possible,2025-10-10 22:09:59,com.nextbillion.groww
2025-10-06,2025-10-12,b480348a-1346-4aaf-b2e3-87903a1b596e,,"I have tried multiple apps for my investment, but one thing I like the most about Groww is their easy interface. The UI is so simple that a beginner can invest very easily. I use this app to invest in IPO and sip. It's super easy and most importantly it's very trustworthy. your money is safe. And their customer support team is also very cooperative and helpful. really deserved a 5 star!! although I don't often give review but the easy ui made me to do so",2025-10-10 21:27:40,com.nextbillion.groww
2025-10-06,2025-10-12,e073f643-2fc5-4efb-9a9d-0cad3fb1ec0e,,"A greedy platform always keeps eyes on customer accounts with useless charges. for everything they have the same solution ""sorry for the inconvenience"" The customer always has to pay for mistakes made by the platform. Never suggest anyone to go with Growww",2025-10-10 17:56:54,com.nextbillion.groww
2025-10-06,2025-10-12,a5e5de6c-4132-40f9-926d-fc459b0d7408,,Groww should update the split view for index and stocks like in other broker and have auto trailing stop loss to minimize losses,2025-10-10 17:38:51,com.nextbillion.groww
2025-10-06,2025-10-12,d41992bc-ae5c-4a6d-bfc8-05b8f6f4ab9c,,due to your customer support agents and there behaviour I am giving single star.. your support teams are worst and worst as compared to other companies. try to understand the situation of customer but you don't care about customer time and their need you people are just doing time pass with customer. did you give me the solution till now Saurabh misra. after long waiting time you people are simply used to close the chat or calls. for mails you are replying in atleast after 24hours.,2025-10-10 15:53:14,com.nextbillion.groww
2025-10-06,2025-10-12,6babaf7a-53f1-482b-a201-d24f6b44eeb2,,The most useless app is that money is deducted at different times in the name of different types of charges. I took a trade and 45.51% of the money was deducted in the name of different charges. So no one should use Groww app otherwise you may also face this problem later.,2025-10-10 15:44:20,com.nextbillion.groww
2025-10-06,2025-10-12,78610265-9ce1-45fe-a9da-cb98aa550219,,Groww worst ever....their wrongly indicates sale and purchase ratio in percentage and its worst interface and dashboard changed every month... I use last 3 years and loss many times due to serve issue. I am swift to another app.. I have paid many as brokerage. Actually indian stock market is now manipulating by system. I lost money every day.,2025-10-10 12:29:10,com.nextbillion.groww
2025-10-06,2025-10-12,9ff76540-1411-48cd-9c0c-81034ba89dd8,,"I have opened a demat account using this app & it is very easy. and this investment app is one of the best trading apps that I have ever used. The platform offers seamless mutual fund investments, stock trading, and SIP options. The user-friendly interface makes investing hassle-free, while real-time tracking ensures transparency. I love the zero-commission feature and fast withdrawals. Highly recommend this app",2025-10-10 11:50:33,com.nextbillion.groww
2025-10-06,2025-10-12,a46e480d-97a1-4867-8cb1-88f7a23d0ef3,,i m using this platform from last 3 year but nowadays its garbage it is not for trading don't use this aap prefer some other very disappointed with service,2025-10-10 11:42:41,com.nextbillion.groww
2025-10-06,2025-10-12,9ac353fa-dc6f-4845-9ce0-fd9b7ac9c68a,,app does not update IPO application status even after funds allocation. so my application is not being placed i doubt.,2025-10-10 11:35:47,com.nextbillion.groww
